Date,Workout,Result,Prescribed,Pukie,Work performed,Work time,Formatted Result,Notes,Description
2015-09-08,AMReps 2 mins: Front Squats,28,true,false,14371,120000,28 reps,"","AMReps in 2 mins:
Front Squat, 135 lbs | 28 reps"
2015-09-07,Back Squat 5-5-5-5-5,2233.94242225,true,false,15649,,"4925 lbs | 135 lbs, 185 lbs, 205 lbs, 225 lbs, and 235 lbs","","Sets
5 Back Squats | 135 lbs
5 Back Squats | 185 lbs
5 Back Squats | 205 lbs
5 Back Squats | 225 lbs
5 Back Squats | 235 lbs"
2015-09-07,"FT: Rows, Dips, Sit-up (medicine ball)s, and 9 more",1117000,true,false,92445,1117000,18 mins 37 secs,"","Row, 500 m
21 Dips
21 Sit-up (medicine ball)s, 20 lbs
21 Push-ups
Row, 500 m
15 Dips
15 Sit-up (medicine ball)s, 20 lbs
15 Push-ups
Row, 500 m
9 Dips
9 Sit-up (medicine ball)s, 20 lbs
9 Push-ups"
2015-09-05,AMRAP 10 mins: Deadlifts and 200 m,7.0,true,false,46421,600000,7 rounds,"","10:00 AMRAP:
Deadlift, 225 lbs
Run, 200 m"
2015-08-31,Walking Lunges : Max Set,200,true,false,53563,,200 reps,"","Sets
Walking Lunge | 200 reps"
2015-08-29,3 RFT: 400 m and Overhead Squats,576000,true,false,60215,576000,9 mins 36 secs,"","3 rounds of:
Run, 400 m
20 Overhead Squats, 75 lbs"
2015-08-23,AMReps 2 mins: Double Unders,132,true,false,0,120000,132 reps,"","AMReps in 2 mins:
Double Under"
2015-08-23,AMRAP 10 mins: Sumo Deadlift High-pulls and Burpee Over Bars,5.8,true,false,39416,600000,5 rounds + 10 Sumo Deadlift High-pulls + 6 Burpee Over Bars | 116 reps,"","10:00 AMRAP:
10 Sumo Deadlift High-pulls, 115 lbs
10 Burpee Over Bars"
2015-08-21,"FT: Pull-ups; 4x Walking Lunges, Box Jump Overs, and Kettlebell Swings; 400",1035000,true,false,84487,1035000,17 mins 15 secs,"","30 Pull-ups
-- then --
4 rounds of:
Walking Lunge, 90 ft
20 Box Jump Overs, 24 in
20 Kettlebell Swings, 53 lbs
-- then --
Run, 400 m"
2015-08-19,"AMRAP 15 mins: Double Unders, Sit Ups, Dumbbell Snatches, and Burpees",4.517,false,false,107919,900000,4 rounds + 50 Double Unders + 21 Sit Ups + Dumbbell Snatch | 452 reps,"","15:00 AMRAP:
50 Double Unders
21 Sit Ups
15 Dumbbell Snatches, 42.5 lbs
9 Burpees"
2015-08-17,"FT: Rows, Dips, Sit-up (medicine ball)s, and 9 more",1120000,true,false,92445,1120000,18 mins 40 secs,"","Row, 500 m
21 Dips
21 Sit-up (medicine ball)s, 20 lbs
21 Push-ups
Row, 500 m
15 Dips
15 Sit-up (medicine ball)s, 20 lbs
15 Push-ups
Row, 500 m
9 Dips
9 Sit-up (medicine ball)s, 20 lbs
9 Push-ups"
2015-08-14,"3 RFT: Jumping Lateral Squats, Toes-to-bars, and Deadlifts",614000,true,false,22376,614000,10 mins 14 secs,"","3 rounds of:
21 Jumping Lateral Squats
15 Toes-to-bars
9 Deadlifts, 245 lbs"
2015-08-13,"FT: Rows, Wall Balls",1244000,true,false,178462,1244000,20 mins 44 secs,"","Row, 2 km
50 Wall Balls, 20 lbs
Row, 1 km
35 Wall Balls, 20 lbs
Row, 500 m
20 Wall Balls, 20 lbs"
2015-08-12,"AMRAP 10 mins: 100 m, Box Jumps, and Pistols",5.0,true,false,46167,600000,5 rounds,"","10:00 AMRAP:
Run, 100 m
9 Box Jumps, 24 in
10 Pistols"
2015-08-12,Split Jerk 2-2-2-2-2-2-2-2,1215.6275516,true,false,5249,,"2680 lbs | 155 lbs, 165 lbs, 165 lbs, 165 lbs, 165 lbs, 165 lbs, 175 lbs, and 185 lbs","","Sets
2 Split Jerks | 155 lbs
2 Split Jerks | 165 lbs
2 Split Jerks | 165 lbs
2 Split Jerks | 165 lbs
2 Split Jerks | 165 lbs
2 Split Jerks | 165 lbs
2 Split Jerks | 175 lbs
2 Split Jerks | 185 lbs"
2015-08-10,Every 1 min for 8 mins: Box Squat,1487.7829736,true,false,0,480000,3280 lbs,"","Every 1 min for 8 mins:
2 Box Squats | 205 lbs
2 Box Squats | 205 lbs
2 Box Squats | 205 lbs
2 Box Squats | 205 lbs
2 Box Squats | 205 lbs
2 Box Squats | 205 lbs
2 Box Squats | 205 lbs
2 Box Squats | 205 lbs"
2015-08-10,8 RFT: Farmers Carries and Handstand Push-ups,840000,true,false,14755,840000,14 mins,"","8 rounds of:
Farmers Carry, 150 lbs, 100 ft
8 Handstand Push-ups"
2015-08-10,FT: Push-ups,180000,true,false,19486,180000,3 mins,"",50 Push-ups
2015-08-08,Pull-ups : 100 Reps for Time,650000,true,false,35660,650000,10 mins 50 secs,"",100 Pull-ups
2015-08-08,"5 RFT: Snatches, Overhead Squats and 400 m",1190000,true,false,106280,1190000,19 mins 50 secs,"","5 rounds of:
3 Snatches, 95 lbs
15 Overhead Squats, 95 lbs
Run, 400 m"
2015-08-07,Squat Snatch : 1 Rep Max,83.91458845,true,false,1433,,185.0 lbs | 185 lbs,"","Sets
Squat Snatch, 1 rep | 185 lbs"
2015-08-06,Burpees : 50 Reps for Time,169000,true,false,32718,169000,2 mins 49 secs,"",50 Burpees
2015-08-05,Run 1 mi TT,435000,true,false,45491,435000,7 mins 15 secs,"","Intervals
Run, 1 mi | 7:15"
2015-08-04,"""Death By"" - Burpees and Deadlifts : 1 rep + 1 rep / 1 min",15.75,false,false,45185,960000,15 + (0 Burpees + 6 Deadlifts),"","""Death By"" : 1 rep + 1 rep / 1 min
Burpee : 8 rounds
Deadlift, 225 lbs : 7 rounds + 6 reps"
2015-08-04,"""Death By"" - Burpees and Shoulder Press : 1 rep + 1 rep / 1 min",11.333,false,false,16949,660000,11 + (0 Burpees + 2 Shoulder Press),"","""Death By"" : 1 rep + 1 rep / 1 min
Burpee : 6 rounds
Shoulder Press, 95 lbs : 5 rounds + 2 reps"
2015-08-04,"""Death By"" - Burpees and Back Squats : 1 rep + 1 rep / 1 min",15.0,false,false,39379,900000,15 + (0 Back Squats),"","""Death By"" : 1 rep + 1 rep / 1 min
Burpee : 8 rounds
Back Squat, 165 lbs : 7 rounds"
2015-08-03,Front Squat 3-3-3-3-3-3-3,1585.30533315,true,false,11921,,"3495 lbs | 135 lbs, 145 lbs, 155 lbs, 165 lbs, 175 lbs, 185 lbs, and 205 lbs","","Sets
Front Squat, 3 reps | 135 lbs
Front Squat, 3 reps | 145 lbs
Front Squat, 3 reps | 155 lbs
Front Squat, 3 reps | 165 lbs
Front Squat, 3 reps | 175 lbs
Front Squat, 3 reps | 185 lbs
Front Squat, 3 reps | 205 lbs"
2015-08-03,"FT: Double Unders, Sumo Deadlift High-pulls, Double Unders, and 3 more",364000,true,false,45536,364000,6 mins 4 secs,"","40 Double Unders
25 Sumo Deadlift High-pulls, 95 lbs
40 Double Unders
20 Sumo Deadlift High-pulls, 95 lbs
40 Double Unders
15 Sumo Deadlift High-pulls, 95 lbs"
2015-08-01,Angie,1335000,true,false,122300,1335000,22 mins 15 secs,"","100 Pull-ups
100 Push-ups
100 Sit-up (abmat)s
100 Air Squats"
2015-07-31,"FT: Run 400ms, Deadlifts, and Ring Dips",851000,true,false,11866,851000,14 mins 11 secs,"","Run 400m
12 Deadlifts, 185 lbs
15 Ring Dips"
2015-07-30,Run 5 km TT,1448000,true,false,123120,1448000,24 mins 8 secs,"","Intervals
Run, 5 km | 24:08"
2015-07-28,AMReps 2 mins: Burpees,26,true,false,0,120000,26 reps,2 min rest after DT workout @115,"AMReps in 2 mins:
26 Burpees"
2015-07-28,"5 RFT: Deadlifts, Hang Power Cleans and Push Jerks",555000,true,false,54030,555000,9 mins 15 secs,"","5 rounds of:
12 Deadlifts, 115 lbs
9 Hang Power Cleans, 115 lbs
6 Push Jerks, 115 lbs"
2015-07-27,Run 2 mi TT,967000,false,false,73645,967000,16 mins 7 secs,"House, around Moore asphalt, left at laurel, left after one block.  Right at city shop to end of shed (1mi). Back (1m).","Intervals
Run, 2 mi | 16:07"
2015-07-26,AMReps 2 mins: Burpees,26,true,false,0,120000,26 reps,"","AMReps in 2 mins:
Burpee"
2015-07-26,"3 RFT: 600 m, Pull-ups, Box Jump Overs, and Push-ups",1067000,true,false,87896,1067000,17 mins 47 secs,"","3 rounds of:
Run, 600 m
10 Pull-ups
10 Box Jump Overs, 24 in
10 Push-ups"
2015-07-19,FT: Double Unders,326000,true,false,19500,326000,5 mins 26 secs,"Following 21,15,9 dB thrusters 40#, burpees",200 Double Unders
2015-07-19,21-15-9: Dumbbell Thrusters and Burpees,557000,true,false,54860,557000,9 mins 17 secs,"","21-15-9 reps of:
Dumbbell Thruster, 40 lbs
Burpee"
2015-07-17,"AMReps 9 mins: Air Squats, Push-ups, and Power Cleans",135,true,false,878,540000,135 reps,"Plus max burpee in one additional minute, 10 reps","AMReps in 9 mins:
12 Air Squats
9 Push-ups
6 Power Cleans, 135 lbs"
2015-07-16,"FT: Box Jumps, Sit-up (medicine ball)s, and Walking Lunges",775000,true,false,27076,775000,12 mins 55 secs,"10 9 8...3 2 1
30"" box jumps
25 lb plate sit up

50 ft lunge at end of each","55 Box Jumps, 30 in
55 Sit-up (medicine ball)s, 25 lbs
Walking Lunge, 500 ft"
2015-07-12,"FT: 1600 m, Air Squats, Push-ups, and Pull-ups",1855000,true,false,143961,1855000,30 mins 55 secs,"","Run, 1600 m
150 Air Squats
100 Push-ups
50 Pull-ups"
2015-07-11,"FT: 1600 m, Air Squats, Push-ups, and Pull-ups",,false,false,143961,,Completed,"","Run, 1600 m
150 Air Squats
100 Push-ups
50 Pull-ups"
2015-07-06,"FT: 400 m, Wall Balls, Kettlebell Swings, and 4 more",628000,true,false,62143,628000,10 mins 28 secs,"","Run, 400 m
30 Wall Balls, 20 lbs
10 Kettlebell Swings, 53 lbs
75 Double Unders
10 Kettlebell Swings, 53 lbs
30 Wall Balls, 20 lbs
Run, 400 m"
2015-07-05,Jerry,1470000,true,false,174545,1470000,24 mins 30 secs,"","Run, 1 mi
Row, 2000 m
Run, 1 mi"
2015-07-04,"5 RFT: Handstand Push-ups, Thrusters, Burpees, and 4 more",2074000,true,false,93020,2074000,34 mins 34 secs,"","5 rounds of:
7 Handstand Push-ups
7 Thrusters, 115 lbs
7 Burpees
7 Kettlebell Swings
7 Knees To Elbows
7 Deadlifts, 225 lbs
7 Pull-ups"
2015-06-25,"3 RFT: Burpees, Walking Lunges, and Renegade Rows",570000,true,false,53034,570000,9 mins 30 secs,"","3 rounds of:
15 Burpees
30 Walking Lunges
7 Renegade Rows, 37.5 lbs"
2015-06-25,Every 1 min for 10 mins: Front Squats,10.0,true,false,60414,600000,10.0 rounds,"","Every 1 min for 10 mins:
10 Front Squats, 185 lbs"
2015-06-23,Bench Press 10-8-4-3,1394.79653775,true,false,6107,,"3075 lbs | 95 lbs, 135 lbs, 145 lbs, and 155 lbs","","Sets
Bench Press, 10 reps | 95 lbs
Bench Press, 8 reps | 135 lbs
Bench Press, 4 reps | 145 lbs
Bench Press, 3 reps | 155 lbs"
2015-06-23,"4 RFT: Run 400ms, Leg Lift Touching Walls, and Back Extensions",915000,true,false,61010,915000,15 mins 15 secs,"","4 rounds of:
Run, 400 m
15 Leg Lift Touching Walls
15 Back Extensions"
2015-06-20,Fran,450000,true,false,44505,450000,7 mins 30 secs,"","21-15-9 reps of:
Thruster, 95 lbs
Pull-up"
2015-06-19,AMRAP 15 mins: Power Snatches and Push-ups,5.038,true,false,82257,900000,5 rounds + Power Snatch | 146 reps,Partner wod with todd,"15:00 AMRAP:
13 Power Snatches, 95 lbs
16 Push-ups"
2015-06-18,Row 500 m TT,94000,true,false,29215,94000,1 min 34 secs,"","Intervals
Row, 500 m | 1:34"
2015-06-18,"Every 2 mins for 20 mins: Clean Grip Deadlifts, Clean Pulls, Power Cleans, and Squat Cleans",10.0,true,false,0,1200000,10.0 rounds,Worked up to 185,"Every 2 mins for 20 mins:
1 Clean Grip Deadlift
1 Clean Pull
1 Power Clean
1 Squat Clean"
2015-06-18,2x RFT: Rows,,true,false,39039,,Completed,"","2 rounds, each round for time, of:
Row, 500 m
Resting 5 mins between each round."
2015-06-16,Shoulder Press 3 Reps,170.09713875,true,false,745,,375 lbs | 125 lbs,"","Sets
3 Shoulder Press | 125 lbs"
2015-06-16,DT,570000,false,false,36174,570000,9 mins 30 secs,"","3 rounds of:
12 Deadlifts, 135 lbs
9 Hang Power Cleans, 135 lbs
6 Push Jerks, 135 lbs"
2015-06-15,Jerry,1605000,true,false,174545,1605000,26 mins 45 secs,"","Run, 1 mi
Row, 2000 m
Run, 1 mi"
2015-06-15,Overhead Squat : 1 Rep Max,88.45051215,true,false,622,,195 lbs | 195 lbs,"","Sets
Overhead Squat, 1 rep | 195 lbs"
2015-06-15,Squat Clean : 1 Rep Max,97.52235955,true,false,1380,,215 lbs | 215 lbs,"","Sets
Squat Clean, 1 rep | 215 lbs"
2015-06-12,"FT: Rows, Wall Balls",1305000,true,false,178462,1305000,21 mins 45 secs,"","Row, 2 km
50 Wall Balls, 20 lbs
Row, 1 km
35 Wall Balls, 20 lbs
Row, 500 m
20 Wall Balls, 20 lbs"
2015-06-12,"2 RFT: 600 m, Box Jump (24 In.)s, and Push Press",582000,true,false,58414,582000,9 mins 42 secs,"","2 rounds of:
Run, 600 m
22 Box Jump (24 In.)s
11 Push Press, 115 lbs"
2015-06-11,"""FGB Style"" - Burpees, Box Jump (24 In.)s, Dumbbell Push-up Rows, and Sit-up (medicine ball)s",198,true,false,0,1080000,"198 reps | 57, 67, and 74 reps","","3 rounds, 1:30 per station:
Burpee
Box Jump (24 In.)
Dumbbell Push-up Row
Sit-up (medicine ball)"
2015-06-02,Squat Clean 1 Rep,97.52235955,true,false,,,215 lbs | 215 lbs,"","Sets
Squat Clean, 1 rep | 215 lbs"
2015-06-02,Run 1600 m at 100%,405000,true,false,,405000,6 mins 45 secs,"","Intervals : at 100%
Run, 1600 m | 6:45"
2015-06-02,Overhead Squat 1 Rep,88.45051215,true,false,,,195 lbs | 195 lbs,"","Sets
Overhead Squat, 1 rep | 195 lbs"
2015-06-02,Squat Snatch 1 Rep,79.37866475,true,false,,,175 lbs | 175 lbs,"","Sets
Squat Snatch, 1 rep | 175 lbs"
2015-06-02,Deadlift 1 Rep,165.56121505,true,false,,,365 lbs | 365 lbs,"","Sets
Deadlift, 1 rep | 365 lbs"
2015-06-01,CrossFit Games Open 15.5,728000,true,false,,728000,12 mins 8 secs,"","27-21-15-9 reps of:
Row (calories)
Thruster, 95 lbs"
2015-06-01,CrossFit Games Open 15.1,4.178,true,false,,540000,4 rounds + 8 Toes-to-bars | 128 reps,"","9:00 AMRAP:
15 Toes-to-bars
10 Deadlifts, 115 lbs
5 Snatches, 115 lbs"
2015-05-29,3 RFT: 400 m and Sumo Deadlift High-pulls,527000,true,false,,527000,8 mins 47 secs,"","3 rounds of:
Run, 400 m
15 Sumo Deadlift High-pulls, 95 lbs"
2015-04-18,AMRAP 5 mins: Push Press and Box Jump (20 In.)s,6.5,true,false,,300000,6 rounds + 5 Push Press | 125 reps,"","5:00 AMRAP:
5 Push Press, 115 lbs
15 Box Jump (20 In.)s"
2015-04-18,AMReps 2 mins: Front Squats,29,true,false,,120000,29 reps,"","AMReps in 2 mins:
Front Squat, 135 lbs | 29 reps"
2015-04-18,FT: Rows and Wall Balls,328000,true,false,,328000,5 mins 28 secs,"","Row, 1000 m
50 Wall Balls"
2015-04-06,Power Clean 1 Rep,106.59420695,true,false,1337,,235 lbs | 235 lbs,"","Sets
Power Clean, 1 rep | 235 lbs"
2015-03-19,CrossFit Games Open 15.4,46,true,false,30285,480000,46 reps,"","AMReps in 8 mins:
3 Handstand Push-ups | 3 reps
3 Cleans, 185 lbs | 3 reps
6 Handstand Push-ups | 6 reps
3 Cleans, 185 lbs | 3 reps
9 Handstand Push-ups | 9 reps
3 Cleans, 185 lbs | 3 reps
12 Handstand Push-ups | 12 reps
6 Cleans, 185 lbs | 3 reps
15 Handstand Push-ups | 4 reps
6 Cleans, 185 lbs
18 Handstand Push-ups
6 Cleans, 185 lbs
21 Handstand Push-ups
9 Cleans, 185 lbs
24 Handstand Push-ups
9 Cleans, 185 lbs
27 Handstand Push-ups
9 Cleans, 185 lbs
30 Handstand Push-ups
12 Cleans, 185 lbs"
2015-03-12,CrossFit Games Open 15.3,1.387,false,false,,840000,1 round + 7 Muscle-ups + 8 Wall Balls | 172 reps,"","14:00 AMRAP:
7 Muscle-ups
50 Wall Balls, 20 lbs, 10 ft
100 Double Unders"
2015-02-27,CrossFit Games Open 15.1A,97.52235955,true,false,1746,,215 lbs | 215 lbs,"","Sets
1 Clean & Jerk | 215 lbs"
